дата,дата_время,тип_оплаты,карта,сумма,название_кофе
2026-05-26,2026-05-26 18:39:18.794,карта,ANON-0000-0000-0219,37.72,Латте
2026-05-26,2026-05-26 20:59:14.954,карта,ANON-0000-0000-0220,37.72,Горячий шоколад
2026-05-26,2026-05-26 21:00:05.568,карта,ANON-0000-0000-0220,37.72,Капучино
2026-05-26,2026-05-26 21:02:36.935,карта,ANON-0000-0000-0221,27.92,Кортадо
2026-05-26,2026-05-26 21:03:51.772,карта,ANON-0000-0000-0222,37.72,Капучино
2026-05-26,2026-05-26 21:04:58.824,карта,ANON-0000-0000-0221,37.72,Латте
2026-05-26,2026-05-26 21:06:02.621,карта,ANON-0000-0000-0223,37.72,Капучино
2026-05-27,2026-05-27 11:34:55.252,карта,ANON-0000-0000-0012,27.92,Американо
2026-05-27,2026-05-27 14:05:21.688,карта,ANON-0000-0000-0224,32.82,Американо с молоком
2026-05-27,2026-05-27 14:06:43.564,карта,ANON-0000-0000-0224,37.72,Какао
2026-05-27,2026-05-27 15:11:34.061,карта,ANON-0000-0000-0225,27.92,Американо
2026-05-27,2026-05-27 15:14:05.788,карта,ANON-0000-0000-0225,27.92,Американо
2026-05-27,2026-05-27 17:50:55.763,карта,ANON-0000-0000-0203,37.72,Латте
2026-05-27,2026-05-27 18:00:50.983,карта,ANON-0000-0000-0226,27.92,Американо
2026-05-27,2026-05-27 19:16:27.404,карта,ANON-0000-0000-0227,37.72,Латте
2026-05-27,2026-05-27 19:17:38.729,карта,ANON-0000-0000-0228,37.72,Латте
2026-05-27,2026-05-27 21:29:07.085,карта,ANON-0000-0000-0192,32.82,Американо с молоком
2026-05-27,2026-05-27 21:30:19.772,карта,ANON-0000-0000-0206,37.72,Капучино
2026-05-28,2026-05-28 08:37:09.028,карта,ANON-0000-0000-0012,32.82,Американо с молоком
2026-05-28,2026-05-28 09:20:10.736,карта,ANON-0000-0000-0097,32.82,Американо с молоком
2026-05-28,2026-05-28 11:48:18.494,карта,ANON-0000-0000-0229,37.72,Капучино
2026-05-28,2026-05-28 13:14:40.435,карта,ANON-0000-0000-0230,37.72,Капучино
2026-05-28,2026-05-28 14:10:53.691,карта,ANON-0000-0000-0194,37.72,Какао
2026-05-28,2026-05-28 16:25:39.330,карта,ANON-0000-0000-0141,27.92,Кортадо
2026-05-28,2026-05-28 17:21:43.967,наличные,,39.0,Капучино
2026-05-28,2026-05-28 19:09:29.069,карта,ANON-0000-0000-0231,27.92,Американо
2026-05-28,2026-05-28 19:10:31.070,карта,ANON-0000-0000-0231,37.72,Латте
2026-05-28,2026-05-28 20:24:32.205,карта,ANON-0000-0000-0009,32.82,Американо с молоком
2026-05-28,2026-05-28 20:50:19.449,карта,ANON-0000-0000-0012,27.92,Американо
2026-05-29,2026-05-29 09:14:43.704,карта,ANON-0000-0000-0232,37.72,Латте
2026-05-29,2026-05-29 10:48:46.781,наличные,,39.0,Латте
2026-05-29,2026-05-29 11:14:02.855,карта,ANON-0000-0000-0233,37.72,Горячий шоколад
2026-05-29,2026-05-29 15:10:48.545,карта,ANON-0000-0000-0234,27.92,Американо
2026-05-29,2026-05-29 15:22:56.321,карта,ANON-0000-0000-0235,37.72,Латте
2026-05-29,2026-05-29 15:45:12.738,карта,ANON-0000-0000-0236,37.72,Капучино
2026-05-29,2026-05-29 16:45:03.950,карта,ANON-0000-0000-0237,37.72,Латте
2026-05-29,2026-05-29 18:24:03.334,карта,ANON-0000-0000-0238,27.92,Кортадо
2026-05-29,2026-05-29 18:24:59.311,карта,ANON-0000-0000-0238,37.72,Латте
2026-05-29,2026-05-29 20:30:42.240,карта,ANON-0000-0000-0239,37.72,Горячий шоколад
2026-05-29,2026-05-29 20:32:35.200,карта,ANON-0000-0000-0240,37.72,Какао
2026-05-30,2026-05-30 08:29:06.277,карта,ANON-0000-0000-0241,37.72,Капучино
2026-05-30,2026-05-30 08:30:21.586,карта,ANON-0000-0000-0241,37.72,Латте
2026-05-30,2026-05-30 08:37:05.382,карта,ANON-0000-0000-0242,32.82,Американо с молоком
2026-05-30,2026-05-30 09:47:59.092,карта,ANON-0000-0000-0001,37.72,Латте
2026-05-30,2026-05-30 14:56:15.473,карта,ANON-0000-0000-0097,32.82,Американо с молоком
2026-05-30,2026-05-30 15:16:15.665,карта,ANON-0000-0000-0243,23.02,Эспрессо
2026-05-30,2026-05-30 15:17:38.656,карта,ANON-0000-0000-0012,23.02,Эспрессо
2026-05-30,2026-05-30 19:53:11.189,карта,ANON-0000-0000-0206,37.72,Капучино
2026-05-30,2026-05-30 20:31:05.430,карта,ANON-0000-0000-0244,37.72,Латте
2026-05-30,2026-05-30 20:46:13.835,карта,ANON-0000-0000-0009,37.72,Горячий шоколад
2026-05-30,2026-05-30 20:47:21.586,карта,ANON-0000-0000-0009,32.82,Американо с молоком
2026-05-31,2026-05-31 07:53:57.274,карта,ANON-0000-0000-0245,32.82,Американо с молоком
2026-05-31,2026-05-31 09:21:07.821,карта,ANON-0000-0000-0246,37.72,Латте
2026-05-31,2026-05-31 09:23:58.791,наличные,,39.0,Латте
2026-05-31,2026-05-31 10:38:07.861,карта,ANON-0000-0000-0247,37.72,Горячий шоколад
2026-05-31,2026-05-31 10:39:06.136,карта,ANON-0000-0000-0248,37.72,Какао
2026-05-31,2026-05-31 14:50:12.976,карта,ANON-0000-0000-0249,32.82,Американо с молоком
2026-05-31,2026-05-31 18:23:44.636,карта,ANON-0000-0000-0250,37.72,Латте
2026-05-31,2026-05-31 18:25:03.271,карта,ANON-0000-0000-0250,37.72,Латте
2026-05-31,2026-05-31 20:06:39.166,карта,ANON-0000-0000-0180,37.72,Капучино
2026-05-31,2026-05-31 20:33:06.403,карта,ANON-0000-0000-0134,32.82,Американо с молоком
2026-05-31,2026-05-31 20:34:32.903,карта,ANON-0000-0000-0134,37.72,Латте
2026-05-31,2026-05-31 22:05:47.070,карта,ANON-0000-0000-0206,37.72,Капучино
2026-05-31,2026-05-31 22:06:52.490,карта,ANON-0000-0000-0206,32.82,Американо с молоком
2026-05-31,2026-05-31 22:07:55.368,карта,ANON-0000-0000-0206,27.92,Кортадо
2026-06-01,2026-06-01 08:27:01.745,карта,ANON-0000-0000-0141,27.92,Кортадо
2026-06-01,2026-06-01 09:48:24.750,карта,ANON-0000-0000-0232,37.72,Латте
2026-06-01,2026-06-01 11:38:09.371,карта,ANON-0000-0000-0250,37.72,Латте
2026-06-01,2026-06-01 14:28:53.739,карта,ANON-0000-0000-0097,32.82,Американо с молоком
2026-06-01,2026-06-01 18:20:12.780,карта,ANON-0000-0000-0251,32.82,Американо с молоком
2026-06-01,2026-06-01 18:21:15.363,карта,ANON-0000-0000-0251,32.82,Американо с молоком
2026-06-01,2026-06-01 20:50:10.488,карта,ANON-0000-0000-0154,37.72,Капучино
2026-06-01,2026-06-01 20:51:13.565,карта,ANON-0000-0000-0154,37.72,Капучино
2026-06-01,2026-06-01 20:54:59.267,наличные,,39.0,Какао
2026-06-01,2026-06-01 20:59:09.689,карта,ANON-0000-0000-0252,37.72,Какао
2026-06-01,2026-06-01 21:51:04.971,карта,ANON-0000-0000-0009,32.82,Американо с молоком
2026-06-02,2026-06-02 20:03:25.799,карта,ANON-0000-0000-0009,37.72,Латте
2026-06-02,2026-06-02 20:24:02.449,карта,ANON-0000-0000-0040,32.82,Американо с молоком
2026-06-02,2026-06-02 20:25:07.238,карта,ANON-0000-0000-0040,37.72,Капучино
2026-06-02,2026-06-02 21:07:20.531,карта,ANON-0000-0000-0097,32.82,Американо с молоком
2026-06-02,2026-06-02 21:30:12.430,карта,ANON-0000-0000-0253,37.72,Латте
2026-06-02,2026-06-02 22:43:10.636,наличные,,34.0,Американо с молоком
2026-06-03,2026-06-03 10:12:04.141,карта,ANON-0000-0000-0001,37.72,Латте
2026-06-03,2026-06-03 10:27:49.797,карта,ANON-0000-0000-0191,37.72,Латте
2026-06-03,2026-06-03 14:31:42.338,карта,ANON-0000-0000-0025,37.72,Капучино
2026-06-03,2026-06-03 14:33:00.952,карта,ANON-0000-0000-0024,32.82,Американо с молоком
2026-06-03,2026-06-03 14:34:06.922,карта,ANON-0000-0000-0009,37.72,Латте
2026-06-03,2026-06-03 21:42:51.734,наличные,,34.0,Американо с молоком
2026-06-03,2026-06-03 21:43:37.471,наличные,,34.0,Американо с молоком
2026-06-04,2026-06-04 09:23:42.898,карта,ANON-0000-0000-0141,27.92,Кортадо
2026-06-04,2026-06-04 10:27:13.975,карта,ANON-0000-0000-0097,32.82,Американо с молоком
2026-06-04,2026-06-04 12:02:10.213,карта,ANON-0000-0000-0254,37.72,Латте
2026-06-04,2026-06-04 12:05:29.186,карта,ANON-0000-0000-0254,37.72,Горячий шоколад
2026-06-04,2026-06-04 15:30:32.455,карта,ANON-0000-0000-0255,37.72,Латте
2026-06-04,2026-06-04 17:46:36.661,карта,ANON-0000-0000-0192,27.92,Кортадо
2026-06-04,2026-06-04 17:47:28.847,карта,ANON-0000-0000-0192,37.72,Капучино
2026-06-04,2026-06-04 20:13:01.204,карта,ANON-0000-0000-0256,37.72,Горячий шоколад
2026-06-04,2026-06-04 20:50:33.896,карта,ANON-0000-0000-0257,37.72,Капучино
2026-06-04,2026-06-04 21:31:58.908,карта,ANON-0000-0000-0258,27.92,Кортадо
2026-06-04,2026-06-04 21:33:02.621,карта,ANON-0000-0000-0259,32.82,Американо с молоком
2026-06-04,2026-06-04 21:34:55.667,карта,ANON-0000-0000-0260,32.82,Американо с молоком
2026-06-04,2026-06-04 21:36:06.924,карта,ANON-0000-0000-0260,32.82,Американо с молоком
2026-06-04,2026-06-04 21:37:15.164,карта,ANON-0000-0000-0260,32.82,Американо с молоком
2026-06-05,2026-06-05 08:21:48.964,карта,ANON-0000-0000-0261,37.72,Капучино
2026-06-05,2026-06-05 08:23:06.723,карта,ANON-0000-0000-0261,37.72,Капучино
2026-06-05,2026-06-05 09:22:43.108,карта,ANON-0000-0000-0262,27.92,Американо
2026-06-05,2026-06-05 10:28:50.620,карта,ANON-0000-0000-0001,37.72,Латте
2026-06-05,2026-06-05 10:40:53.188,карта,ANON-0000-0000-0097,32.82,Американо с молоком
2026-06-05,2026-06-05 19:43:57.675,карта,ANON-0000-0000-0263,32.82,Американо с молоком
2026-06-05,2026-06-05 19:59:53.527,карта,ANON-0000-0000-0264,37.72,Латте
2026-06-05,2026-06-05 20:10:47.623,карта,ANON-0000-0000-0220,37.72,Какао
2026-06-05,2026-06-05 20:12:01.658,карта,ANON-0000-0000-0220,27.92,Кортадо
2026-06-06,2026-06-06 08:52:56.351,карта,ANON-0000-0000-0097,32.82,Американо с молоком
2026-06-06,2026-06-06 08:54:08.455,карта,ANON-0000-0000-0097,32.82,Американо с молоком
2026-06-06,2026-06-06 10:36:09.667,карта,ANON-0000-0000-0001,37.72,Латте
2026-06-06,2026-06-06 12:17:41.474,карта,ANON-0000-0000-0265,27.92,Американо
2026-06-06,2026-06-06 15:11:14.185,карта,ANON-0000-0000-0224,32.82,Американо с молоком
2026-06-06,2026-06-06 15:24:06.221,карта,ANON-0000-0000-0266,37.72,Капучино
2026-06-06,2026-06-06 21:14:05.102,карта,ANON-0000-0000-0267,37.72,Латте
2026-06-06,2026-06-06 21:15:42.227,карта,ANON-0000-0000-0267,37.72,Латте
2026-06-06,2026-06-06 21:18:26.713,карта,ANON-0000-0000-0206,37.72,Капучино
2026-06-06,2026-06-06 21:19:30.436,карта,ANON-0000-0000-0206,32.82,Американо с молоком
2026-06-06,2026-06-06 21:21:04.440,карта,ANON-0000-0000-0267,37.72,Латте
2026-06-07,2026-06-07 08:18:04.296,карта,ANON-0000-0000-0268,37.72,Капучино
2026-06-07,2026-06-07 10:35:28.104,карта,ANON-0000-0000-0269,23.02,Эспрессо
2026-06-07,2026-06-07 13:34:18.297,карта,ANON-0000-0000-0164,32.82,Американо с молоком
2026-06-07,2026-06-07 16:45:42.218,карта,ANON-0000-0000-0270,27.92,Кортадо
2026-06-07,2026-06-07 16:47:15.481,карта,ANON-0000-0000-0270,27.92,Кортадо
2026-06-08,2026-06-08 09:04:20.016,карта,ANON-0000-0000-0271,27.92,Кортадо
2026-06-08,2026-06-08 09:26:11.160,карта,ANON-0000-0000-0097,32.82,Американо с молоком
2026-06-08,2026-06-08 20:24:54.320,карта,ANON-0000-0000-0134,37.72,Капучино
2026-06-08,2026-06-08 20:25:56.316,карта,ANON-0000-0000-0134,37.72,Капучино
2026-06-09,2026-06-09 08:15:52.760,карта,ANON-0000-0000-0097,37.72,Латте
2026-06-09,2026-06-09 10:30:04.461,карта,ANON-0000-0000-0272,37.72,Латте
2026-06-09,2026-06-09 10:52:05.797,карта,ANON-0000-0000-0273,37.72,Капучино
2026-06-09,2026-06-09 11:04:41.306,карта,ANON-0000-0000-0141,27.92,Кортадо
2026-06-09,2026-06-09 11:07:08.108,карта,ANON-0000-0000-0274,23.02,Эспрессо
2026-06-09,2026-06-09 11:52:49.616,карта,ANON-0000-0000-0275,37.72,Капучино
2026-06-09,2026-06-09 12:11:23.640,карта,ANON-0000-0000-0276,32.82,Американо с молоком
2026-06-09,2026-06-09 12:13:08.067,карта,ANON-0000-0000-0276,37.72,Латте
2026-06-09,2026-06-09 12:14:10.783,карта,ANON-0000-0000-0276,37.72,Латте
2026-06-09,2026-06-09 15:10:30.692,карта,ANON-0000-0000-0277,27.92,Кортадо
2026-06-09,2026-06-09 16:17:28.189,карта,ANON-0000-0000-0278,37.72,Капучино
2026-06-09,2026-06-09 19:21:19.277,карта,ANON-0000-0000-0279,32.82,Американо с молоком
2026-06-09,2026-06-09 21:05:08.844,карта,ANON-0000-0000-0280,27.92,Американо
2026-06-10,2026-06-10 12:47:49.861,карта,ANON-0000-0000-0281,37.72,Капучино
2026-06-10,2026-06-10 12:56:48.268,карта,ANON-0000-0000-0097,37.72,Латте
2026-06-10,2026-06-10 19:04:28.106,карта,ANON-0000-0000-0282,37.72,Горячий шоколад
2026-06-10,2026-06-10 19:05:22.770,карта,ANON-0000-0000-0282,37.72,Горячий шоколад
2026-06-10,2026-06-10 19:37:23.602,карта,ANON-0000-0000-0283,37.72,Латте
2026-06-10,2026-06-10 19:38:19.678,карта,ANON-0000-0000-0283,37.72,Латте
2026-06-11,2026-06-11 10:38:03.953,карта,ANON-0000-0000-0284,32.82,Американо с молоком
2026-06-11,2026-06-11 18:48:25.292,карта,ANON-0000-0000-0285,37.72,Латте
2026-06-11,2026-06-11 18:49:36.428,карта,ANON-0000-0000-0285,37.72,Латте
2026-06-11,2026-06-11 21:17:03.344,карта,ANON-0000-0000-0286,37.72,Горячий шоколад
2026-06-11,2026-06-11 21:27:41.900,карта,ANON-0000-0000-0287,32.82,Американо с молоком
2026-06-11,2026-06-11 21:28:50.220,карта,ANON-0000-0000-0287,32.82,Американо с молоком
2026-06-12,2026-06-12 10:18:18.786,карта,ANON-0000-0000-0288,37.72,Горячий шоколад
2026-06-12,2026-06-12 11:51:43.858,карта,ANON-0000-0000-0289,37.72,Капучино
2026-06-12,2026-06-12 17:41:17.179,карта,ANON-0000-0000-0283,37.72,Латте
2026-06-12,2026-06-12 17:47:27.878,карта,ANON-0000-0000-0290,37.72,Латте
2026-06-12,2026-06-12 20:16:33.648,карта,ANON-0000-0000-0256,37.72,Горячий шоколад
2026-06-12,2026-06-12 20:25:34.239,карта,ANON-0000-0000-0291,32.82,Американо с молоком
2026-06-13,2026-06-13 08:54:24.207,карта,ANON-0000-0000-0292,27.92,Американо
2026-06-13,2026-06-13 08:57:25.592,карта,ANON-0000-0000-0097,37.72,Латте
2026-06-13,2026-06-13 09:50:25.038,карта,ANON-0000-0000-0293,32.82,Американо с молоком
2026-06-13,2026-06-13 09:57:11.518,карта,ANON-0000-0000-0141,27.92,Кортадо
2026-06-13,2026-06-13 17:04:58.601,карта,ANON-0000-0000-0294,32.82,Американо с молоком
2026-06-13,2026-06-13 17:27:46.626,карта,ANON-0000-0000-0295,37.72,Горячий шоколад
2026-06-13,2026-06-13 19:22:19.083,карта,ANON-0000-0000-0296,37.72,Латте
2026-06-13,2026-06-13 20:20:51.762,карта,ANON-0000-0000-0012,32.82,Американо с молоком
2026-06-13,2026-06-13 20:43:45.991,карта,ANON-0000-0000-0012,23.02,Эспрессо
2026-06-13,2026-06-13 20:45:00.615,карта,ANON-0000-0000-0295,23.02,Эспрессо
2026-06-13,2026-06-13 20:48:17.902,карта,ANON-0000-0000-0009,32.82,Американо с молоком
2026-06-13,2026-06-13 21:02:28.377,карта,ANON-0000-0000-0009,32.82,Американо с молоком
2026-06-14,2026-06-14 07:46:13.238,карта,ANON-0000-0000-0141,27.92,Кортадо
2026-06-14,2026-06-14 10:30:31.584,карта,ANON-0000-0000-0297,27.92,Американо
2026-06-14,2026-06-14 12:14:41.696,карта,ANON-0000-0000-0097,37.72,Латте
2026-06-14,2026-06-14 18:29:53.399,карта,ANON-0000-0000-0298,32.82,Американо с молоком
2026-06-15,2026-06-15 11:26:01.974,карта,ANON-0000-0000-0299,37.72,Капучино
2026-06-15,2026-06-15 12:21:28.135,карта,ANON-0000-0000-0300,37.72,Латте
2026-06-15,2026-06-15 12:22:46.942,карта,ANON-0000-0000-0300,32.82,Американо с молоком
2026-06-15,2026-06-15 12:23:52.166,карта,ANON-0000-0000-0300,23.02,Эспрессо
2026-06-15,2026-06-15 12:24:35.130,карта,ANON-0000-0000-0300,37.72,Какао
2026-06-15,2026-06-15 12:25:23.960,карта,ANON-0000-0000-0300,32.82,Американо с молоком
2026-06-15,2026-06-15 16:03:29.909,карта,ANON-0000-0000-0301,32.82,Американо с молоком
2026-06-15,2026-06-15 18:14:04.623,карта,ANON-0000-0000-0302,27.92,Американо
2026-06-16,2026-06-16 10:43:51.456,карта,ANON-0000-0000-0059,32.82,Американо с молоком
2026-06-16,2026-06-16 10:58:41.366,карта,ANON-0000-0000-0303,37.72,Латте
2026-06-16,2026-06-16 11:00:38.191,карта,ANON-0000-0000-0303,37.72,Горячий шоколад
2026-06-16,2026-06-16 11:01:41.488,карта,ANON-0000-0000-0303,37.72,Горячий шоколад
2026-06-16,2026-06-16 12:49:27.624,карта,ANON-0000-0000-0276,32.82,Американо с молоком
2026-06-16,2026-06-16 14:00:38.992,карта,ANON-0000-0000-0274,23.02,Эспрессо
2026-06-16,2026-06-16 15:02:36.332,карта,ANON-0000-0000-0304,32.82,Американо с молоком
2026-06-16,2026-06-16 15:05:10.421,карта,ANON-0000-0000-0304,32.82,Американо с молоком
2026-06-16,2026-06-16 15:43:59.593,карта,ANON-0000-0000-0305,37.72,Горячий шоколад
2026-06-16,2026-06-16 16:47:36.521,карта,ANON-0000-0000-0306,37.72,Горячий шоколад
2026-06-16,2026-06-16 17:45:17.267,карта,ANON-0000-0000-0059,32.82,Американо с молоком
2026-06-16,2026-06-16 17:46:16.554,карта,ANON-0000-0000-0059,32.82,Американо с молоком
2026-06-17,2026-06-17 08:57:24.044,карта,ANON-0000-0000-0307,27.92,Американо
2026-06-17,2026-06-17 10:12:05.139,карта,ANON-0000-0000-0308,27.92,Кортадо
2026-06-17,2026-06-17 10:13:37.575,карта,ANON-0000-0000-0308,27.92,Кортадо
2026-06-17,2026-06-17 10:55:51.608,карта,ANON-0000-0000-0042,37.72,Капучино
2026-06-17,2026-06-17 14:51:35.381,карта,ANON-0000-0000-0164,37.72,Капучино
2026-06-17,2026-06-17 16:50:13.441,карта,ANON-0000-0000-0012,37.72,Капучино
2026-06-17,2026-06-17 16:51:11.038,карта,ANON-0000-0000-0012,37.72,Капучино
2026-06-17,2026-06-17 16:52:36.336,карта,ANON-0000-0000-0012,27.92,Американо
2026-06-17,2026-06-17 18:51:19.631,карта,ANON-0000-0000-0309,27.92,Американо
2026-06-17,2026-06-17 21:16:11.485,карта,ANON-0000-0000-0009,32.82,Американо с молоком
2026-06-18,2026-06-18 14:04:06.125,карта,ANON-0000-0000-0299,27.92,Американо
2026-06-18,2026-06-18 14:05:12.313,карта,ANON-0000-0000-0299,37.72,Капучино
2026-06-18,2026-06-18 19:20:40.571,карта,ANON-0000-0000-0154,37.72,Капучино
2026-06-18,2026-06-18 19:21:38.892,карта,ANON-0000-0000-0154,37.72,Капучино
2026-06-18,2026-06-18 20:35:49.497,карта,ANON-0000-0000-0310,27.92,Кортадо
2026-06-18,2026-06-18 21:20:49.526,карта,ANON-0000-0000-0012,32.82,Американо с молоком
2026-06-18,2026-06-18 21:22:18.518,карта,ANON-0000-0000-0012,32.82,Американо с молоком
2026-06-19,2026-06-19 07:47:19.833,карта,ANON-0000-0000-0311,37.72,Латте
2026-06-19,2026-06-19 08:17:54.508,карта,ANON-0000-0000-0141,27.92,Кортадо
2026-06-19,2026-06-19 10:54:00.492,карта,ANON-0000-0000-0312,27.92,Американо
2026-06-19,2026-06-19 11:11:27.807,карта,ANON-0000-0000-0313,37.72,Латте
2026-06-19,2026-06-19 11:12:31.412,карта,ANON-0000-0000-0313,37.72,Какао
2026-06-19,2026-06-19 14:21:36.258,карта,ANON-0000-0000-0164,32.82,Американо с молоком
2026-06-19,2026-06-19 18:28:43.437,карта,ANON-0000-0000-0153,37.72,Капучино
2026-06-19,2026-06-19 18:29:58.961,карта,ANON-0000-0000-0153,37.72,Латте
2026-06-19,2026-06-19 19:31:31.293,карта,ANON-0000-0000-0009,32.82,Американо с молоком
2026-06-19,2026-06-19 21:28:59.485,карта,ANON-0000-0000-0192,37.72,Капучино
2026-06-19,2026-06-19 21:30:03.484,карта,ANON-0000-0000-0192,32.82,Американо с молоком
2026-06-20,2026-06-20 10:50:06.453,карта,ANON-0000-0000-0097,37.72,Латте
2026-06-20,2026-06-20 18:59:02.082,карта,ANON-0000-0000-0314,37.72,Латте
2026-06-20,2026-06-20 19:00:00.237,карта,ANON-0000-0000-0314,37.72,Латте
2026-06-20,2026-06-20 21:39:10.013,карта,ANON-0000-0000-0257,37.72,Латте
2026-06-20,2026-06-20 21:57:40.554,карта,ANON-0000-0000-0009,37.72,Латте
2026-06-20,2026-06-20 21:59:17.598,карта,ANON-0000-0000-0009,32.82,Американо с молоком
2026-06-21,2026-06-21 09:59:55.930,карта,ANON-0000-0000-0311,37.72,Латте
2026-06-21,2026-06-21 10:01:40.183,карта,ANON-0000-0000-0315,27.92,Американо
2026-06-21,2026-06-21 13:19:19.416,карта,ANON-0000-0000-0012,32.82,Американо с молоком
2026-06-21,2026-06-21 13:20:31.513,карта,ANON-0000-0000-0012,32.82,Американо с молоком
2026-06-21,2026-06-21 18:12:16.064,карта,ANON-0000-0000-0316,23.02,Эспрессо
2026-06-21,2026-06-21 19:30:26.651,карта,ANON-0000-0000-0009,37.72,Латте
2026-06-21,2026-06-21 19:47:06.201,карта,ANON-0000-0000-0154,37.72,Капучино
2026-06-21,2026-06-21 19:48:06.713,карта,ANON-0000-0000-0154,37.72,Капучино
2026-06-21,2026-06-21 19:49:54.505,карта,ANON-0000-0000-0180,37.72,Капучино
2026-06-21,2026-06-21 19:51:00.211,карта,ANON-0000-0000-0180,37.72,Капучино
2026-06-21,2026-06-21 19:52:18.775,карта,ANON-0000-0000-0180,27.92,Американо
2026-06-21,2026-06-21 19:55:37.142,карта,ANON-0000-0000-0311,32.82,Американо с молоком
2026-06-22,2026-06-22 08:39:50.273,карта,ANON-0000-0000-0141,27.92,Кортадо
2026-06-22,2026-06-22 09:37:48.779,карта,ANON-0000-0000-0311,32.82,Американо с молоком
2026-06-22,2026-06-22 12:53:15.541,карта,ANON-0000-0000-0317,32.82,Американо с молоком
2026-06-22,2026-06-22 15:37:20.137,карта,ANON-0000-0000-0009,37.72,Латте
2026-06-22,2026-06-22 22:10:22.998,карта,ANON-0000-0000-0318,37.72,Капучино
2026-06-23,2026-06-23 18:12:01.406,карта,ANON-0000-0000-0012,32.82,Американо с молоком
2026-06-23,2026-06-23 18:13:50.638,карта,ANON-0000-0000-0012,32.82,Американо с молоком
2026-06-23,2026-06-23 21:06:46.956,карта,ANON-0000-0000-0319,37.72,Капучино
2026-06-23,2026-06-23 21:29:07.823,карта,ANON-0000-0000-0320,37.72,Латте
2026-06-23,2026-06-23 21:30:36.375,карта,ANON-0000-0000-0320,37.72,Капучино
2026-06-24,2026-06-24 11:44:39.939,карта,ANON-0000-0000-0164,32.82,Американо с молоком
2026-06-24,2026-06-24 11:49:36.044,карта,ANON-0000-0000-0180,37.72,Капучино
2026-06-24,2026-06-24 11:50:44.080,карта,ANON-0000-0000-0180,37.72,Капучино
2026-06-24,2026-06-24 15:02:28.995,карта,ANON-0000-0000-0321,37.72,Латте
2026-06-24,2026-06-24 16:46:00.573,карта,ANON-0000-0000-0203,37.72,Капучино
2026-06-24,2026-06-24 16:47:00.409,карта,ANON-0000-0000-0203,37.72,Капучино
2026-06-25,2026-06-25 08:19:24.244,карта,ANON-0000-0000-0322,37.72,Латте
2026-06-25,2026-06-25 10:28:26.408,карта,ANON-0000-0000-0012,32.82,Американо с молоком
2026-06-25,2026-06-25 10:29:42.410,карта,ANON-0000-0000-0040,32.82,Американо с молоком
2026-06-25,2026-06-25 11:34:52.296,карта,ANON-0000-0000-0203,37.72,Капучино
2026-06-26,2026-06-26 09:33:01.706,карта,ANON-0000-0000-0323,37.72,Латте
2026-06-26,2026-06-26 16:32:29.453,карта,ANON-0000-0000-0324,23.02,Эспрессо
2026-06-26,2026-06-26 16:34:01.607,карта,ANON-0000-0000-0325,27.92,Американо
2026-06-26,2026-06-26 21:21:53.296,карта,ANON-0000-0000-0009,37.72,Латте
2026-06-26,2026-06-26 21:27:00.807,карта,ANON-0000-0000-0009,37.72,Капучино
2026-06-26,2026-06-26 21:28:14.566,карта,ANON-0000-0000-0206,32.82,Американо с молоком
2026-06-27,2026-06-27 09:15:43.173,карта,ANON-0000-0000-0326,32.82,Американо с молоком
2026-06-27,2026-06-27 16:11:48.000,карта,ANON-0000-0000-0327,27.92,Кортадо
2026-06-27,2026-06-27 21:44:03.372,карта,ANON-0000-0000-0328,32.82,Американо с молоком
2026-06-27,2026-06-27 21:50:31.617,карта,ANON-0000-0000-0329,37.72,Капучино
2026-06-28,2026-06-28 08:08:35.044,карта,ANON-0000-0000-0141,27.92,Кортадо
2026-06-28,2026-06-28 17:51:53.993,карта,ANON-0000-0000-0274,23.02,Эспрессо
2026-06-28,2026-06-28 21:50:55.375,карта,ANON-0000-0000-0330,32.82,Американо с молоком
2026-06-28,2026-06-28 21:52:01.867,карта,ANON-0000-0000-0331,37.72,Латте
2026-06-28,2026-06-28 22:28:19.976,карта,ANON-0000-0000-0332,37.72,Капучино
2026-06-29,2026-06-29 09:47:10.304,карта,ANON-0000-0000-0097,32.82,Американо с молоком
2026-06-29,2026-06-29 11:40:19.582,карта,ANON-0000-0000-0333,32.82,Американо с молоком
2026-06-29,2026-06-29 11:41:26.609,карта,ANON-0000-0000-0333,32.82,Американо с молоком
2026-06-29,2026-06-29 12:30:24.358,карта,ANON-0000-0000-0334,37.72,Капучино
2026-06-29,2026-06-29 12:31:42.582,карта,ANON-0000-0000-0334,37.72,Капучино
2026-06-29,2026-06-29 17:23:43.583,карта,ANON-0000-0000-0335,37.72,Капучино
2026-06-29,2026-06-29 17:24:52.377,карта,ANON-0000-0000-0335,37.72,Горячий шоколад
2026-06-29,2026-06-29 21:27:22.449,карта,ANON-0000-0000-0009,37.72,Латте
2026-06-30,2026-06-30 10:28:09.842,карта,ANON-0000-0000-0336,37.72,Латте
2026-06-30,2026-06-30 13:05:50.620,карта,ANON-0000-0000-0337,23.02,Эспрессо
2026-06-30,2026-06-30 16:54:41.679,карта,ANON-0000-0000-0009,37.72,Горячий шоколад
2026-06-30,2026-06-30 21:04:09.746,карта,ANON-0000-0000-0097,32.82,Американо с молоком
2026-07-01,2026-07-01 18:07:26.760,карта,ANON-0000-0000-0012,23.02,Эспрессо
